Mod:Item:MetaData, Localized Name
Thaumcraft:ItemAxeElemental, 奔流斧
Thaumcraft:ItemHoeElemental, 句芒锄
Thaumcraft:ItemChestplateRobe, 神秘使法袍
Thaumcraft:ItemLeggingsRobe, 神秘使护腿
Thaumcraft:ItemBootsRobe, 神秘使之靴
Thaumcraft:ArcaneDoorKey:0, 铁钥匙
Thaumcraft:ArcaneDoorKey:1, 金钥匙
Thaumcraft:HandMirror, 魔力手镜
Thaumcraft:HoverHarness, 奥法缰绳
Thaumcraft:BlockJarFilledItem, 要素罐子
Thaumcraft:BlockJarNodeItem, 缸中节点
Thaumcraft:TrunkSpawner:0, 箱子宝宝
Thaumcraft:ItemGolemPlacer:0, 稻草傀儡
Thaumcraft:ItemGolemPlacer:1, 木头傀儡
Thaumcraft:ItemGolemPlacer:2, 油脂傀儡
Thaumcraft:ItemGolemPlacer:3, 粘土傀儡
Thaumcraft:ItemGolemPlacer:4, 血肉傀儡
Thaumcraft:ItemGolemPlacer:5, 石头傀儡
Thaumcraft:ItemGolemPlacer:6, 铁卫傀儡
Thaumcraft:ItemGolemPlacer:7, 神秘傀儡
Thaumcraft:ItemGolemCore:100, 傀儡运转核心
Thaumcraft:ItemGolemCore:0, 傀儡运转核心
Thaumcraft:ItemGolemCore:1, 傀儡运转核心
Thaumcraft:ItemGolemCore:2, 傀儡运转核心
Thaumcraft:ItemGolemCore:3, 傀儡运转核心
Thaumcraft:ItemGolemCore:4, 傀儡运转核心
Thaumcraft:ItemGolemCore:5, 傀儡运转核心
Thaumcraft:ItemGolemCore:6, 傀儡运转核心
Thaumcraft:ItemGolemCore:7, 傀儡运转核心
Thaumcraft:ItemGolemCore:8, 傀儡运转核心
Thaumcraft:ItemGolemCore:9, 傀儡运转核心
Thaumcraft:ItemGolemCore:10, 傀儡运转核心
Thaumcraft:ItemGolemCore:11, 傀儡运转核心
Thaumcraft:ItemGolemUpgrade:0, 傀儡升级:风
Thaumcraft:ItemGolemUpgrade:1, 傀儡升级:地
Thaumcraft:ItemGolemUpgrade:2, 傀儡升级:火
Thaumcraft:ItemGolemUpgrade:3, 傀儡升级:水
Thaumcraft:ItemGolemUpgrade:4, 傀儡升级:秩序
Thaumcraft:ItemGolemUpgrade:5, 傀儡升级:混沌
Thaumcraft:GolemBell, 傀儡使铃铛
Thaumcraft:ItemGolemDecoration:0, 饰件: 礼帽
Thaumcraft:ItemGolemDecoration:1, 饰件: 眼镜
Thaumcraft:ItemGolemDecoration:2, 饰件: 蝴蝶结
Thaumcraft:ItemGolemDecoration:3, 饰件: 毡帽
Thaumcraft:ItemGolemDecoration:4, 饰件: 飞镖发射器
Thaumcraft:ItemGolemDecoration:5, 饰件: 面甲
Thaumcraft:ItemGolemDecoration:6, 饰件: 铁甲
Thaumcraft:ItemGolemDecoration:7, 饰件: 锏臂
Thaumcraft:ItemBowBone, 骨弓
Thaumcraft:PrimalArrow:0, 风之矢
Thaumcraft:PrimalArrow:1, 火之矢
Thaumcraft:PrimalArrow:2, 水之矢
Thaumcraft:PrimalArrow:3, 地之矢
Thaumcraft:PrimalArrow:4, 秩序矢
Thaumcraft:PrimalArrow:5, 混沌矢
Thaumcraft:ItemResonator, 源质谐振器
Thaumcraft:ItemBaubleBlanks:0, 凡人护身符
Thaumcraft:ItemBaubleBlanks:1, 凡人指环
Thaumcraft:ItemBaubleBlanks:2, 凡人腰带
Thaumcraft:ItemAmuletRunic:0, 符文护盾护身符
Thaumcraft:ItemAmuletRunic:1, 应急护盾护身符
Thaumcraft:ItemRingRunic:0, 防护指环
Thaumcraft:ItemRingRunic:1, 符文护盾指环
Thaumcraft:ItemRingRunic:2, 充能符文护盾指环
Thaumcraft:ItemRingRunic:3, 再充能符文护盾指环
Thaumcraft:ItemGirdleRunic:0, 符文护盾腰带
Thaumcraft:ItemGirdleRunic:1, 冲击符文护盾腰带
Thaumcraft:ItemAmuletVis:0, 魔力石
Thaumcraft:ItemAmuletVis:1, 魔力存储护身符
Thaumcraft:ItemGirdleHover:0, 奥法腰带
Thaumcraft:ItemZombieBrain, 僵尸之脑
Thaumcraft:ItemBathSalts, 净化浴盐
Thaumcraft:ItemCrystalEssence:0, 晶化源质
Thaumcraft:ItemBucketDeath, 桶装死亡之水
Thaumcraft:ItemBucketPure, 桶装净化之水
Thaumcraft:ItemHelmetFortress, 神秘要塞兜鍪
Thaumcraft:ItemChestplateFortress, 神秘要塞胸铠
Thaumcraft:ItemLeggingsFortress, 神秘要塞护胫
Thaumcraft:ItemEldritchObject:0, 邪术之眼
Thaumcraft:ItemEldritchObject:1, 血腥仪式
Thaumcraft:ItemEldritchObject:2, 符文石板
Thaumcraft:ItemEldritchObject:3, 元始珍珠
Thaumcraft:ItemEldritchObject:4, 邪术方尖碑敷设器
Thaumcraft:ItemHelmetVoid, 虚空头盔
Thaumcraft:ItemChestplateVoid, 虚空胸甲
Thaumcraft:ItemLeggingsVoid, 虚空护腿
Thaumcraft:ItemBootsVoid, 虚空靴
Thaumcraft:ItemShovelVoid, 虚空铲
Thaumcraft:ItemPickVoid, 虚空镐
Thaumcraft:ItemAxeVoid, 虚空斧
Thaumcraft:ItemSwordVoid, 虚空剑
Thaumcraft:ItemHoeVoid, 虚空锄
Thaumcraft:ItemHelmetVoidFortress, 虚空神秘使兜帽
Thaumcraft:ItemChestplateVoidFortress, 虚空神秘使法袍
Thaumcraft:ItemLeggingsVoidFortress, 虚空神秘使护腿
Thaumcraft:ItemSanitySoap, 祛邪肥皂
Thaumcraft:ItemSanityChecker, 神智检测仪
Thaumcraft:ItemBottleTaint, 腐化瓶
Thaumcraft:ItemHelmetCultistRobe, 血腥邪徒兜帽
Thaumcraft:ItemChestplateCultistRobe, 血腥邪徒法袍
Thaumcraft:ItemLeggingsCultistRobe, 血腥邪徒护腿
Thaumcraft:ItemBootsCultist, 血腥邪徒靴子
Thaumcraft:ItemHelmetCultistPlate, 血腥邪徒头盔
Thaumcraft:ItemChestplateCultistPlate, 血腥邪徒胸甲
Thaumcraft:ItemLeggingsCultistPlate, 血腥邪徒护胫
Thaumcraft:ItemHelmetCultistLeaderPlate, 血腥主教头盔		
Thaumcraft:ItemChestplateCultistLeaderPlate, 血腥主教胸甲		
Thaumcraft:ItemLeggingsCultistLeaderPlate, 血腥主教护胫
Thaumcraft:ItemSwordCrimson, 血腥之刃
Thaumcraft:ItemLootBag:0, 寻常藏宝袋
Thaumcraft:ItemLootBag:1, 非凡藏宝袋
Thaumcraft:ItemLootBag:2, 稀有藏宝袋
Thaumcraft:ItemCompassStone:0, 凶险磁石
Thaumcraft:ItemPrimalCrusher, 元始杵
Botania:lexicon, item.lexicon.name
Botania:petal:0, 白色神秘花瓣
Botania:petal:1, 橙色神秘花瓣
Botania:petal:2, 品红色神秘花瓣
Botania:petal:3, 淡蓝色神秘花瓣
Botania:petal:4, 黄色神秘花瓣
Botania:petal:5, 黄绿色神秘花瓣
Botania:petal:6, 粉色神秘花瓣
Botania:petal:7, 灰色神秘花瓣
Botania:petal:8, 淡灰色神秘花瓣
Botania:petal:9, 青色神秘花瓣
Botania:petal:10, 紫色神秘花瓣
Botania:petal:11, 蓝色神秘花瓣
Botania:petal:12, 棕色神秘花瓣
Botania:petal:13, 绿色神秘花瓣
Botania:petal:14, 红色神秘花瓣
Botania:petal:15, 黑色神秘花瓣
Botania:dye:0, 白色花粉
Botania:dye:1, 橙色花粉
Botania:dye:2, 品红色花粉
Botania:dye:3, 淡蓝色花粉
Botania:dye:4, 黄色花粉
Botania:dye:5, 黄绿色花粉
Botania:dye:6, 粉色花粉
Botania:dye:7, 灰色花粉
Botania:dye:8, 淡灰色花粉
Botania:dye:9, 青色花粉
Botania:dye:10, 紫色花粉
Botania:dye:11, 蓝色花粉
Botania:dye:12, 棕色花粉
Botania:dye:13, 绿色花粉
Botania:dye:14, 红色花粉
Botania:dye:15, 黑色花粉
Botania:pestleAndMortar, item.pestleAndMortar.name
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:twigWand:0, 森林法杖
Botania:manaResource:0, 魔力钢锭
Botania:manaResource:1, 魔力珍珠
Botania:manaResource:2, 魔力钻石
Botania:manaResource:3, 活木枝
Botania:manaResource:4, 泰拉钢锭
Botania:manaResource:5, 盖亚之魂
Botania:manaResource:6, 红石根
Botania:manaResource:7, 源质钢锭
Botania:manaResource:8, 精灵尘
Botania:manaResource:9, 龙石
Botania:manaResource:10, 海晶石碎片
Botania:manaResource:11, 合成占位符
Botania:manaResource:12, 红线
Botania:manaResource:13, 梦之木棍
Botania:manaResource:14, 盖亚魂锭
Botania:manaResource:15, 瓶装末地空气
Botania:manaResource:16, 蕴魔丝线
Botania:manaResource:17, 魔钢粒
Botania:manaResource:18, 泰拉钢粒
Botania:manaResource:19, 源质钢粒
Botania:manaResource:22, 魔源布匹
Botania:manaResource:23, 魔力尘
Botania:lens:0, 魔力透镜
Botania:lens:1, 魔力透镜:速度
Botania:lens:2, 魔力透镜:强度
Botania:lens:3, 魔力透镜:阻力
Botania:lens:4, 魔力透镜:效率
Botania:lens:5, 魔力透镜:反射
Botania:lens:6, 魔力透镜:引力
Botania:lens:7, 魔力透镜:挖掘
Botania:lens:8, 魔力透镜:伤害
Botania:lens:9, 魔力透镜:虚化
Botania:lens:10, 魔力透镜:磁化
Botania:lens:11, 魔力透镜:爆炸
Botania:lens:12, 魔力透镜:推力
Botania:lens:13, 魔力透镜:重力
Botania:lens:14, 魔力透镜:涂色
Botania:lens:15, 魔力透镜:引燃
Botania:lens:16, 魔力透镜:力量
Botania:lens:17, 魔力透镜:闪光
Botania:lens:18, 魔力透镜:传送
Botania:lens:19, 魔力透镜:变向
Botania:lens:20, 魔力透镜:喜庆
Botania:lens:21, 魔力透镜:闪耀
Botania:rune:0, 水之符文
Botania:rune:1, 火之符文
Botania:rune:2, 地之符文
Botania:rune:3, 风之符文
Botania:rune:4, 春之符文
Botania:rune:5, 夏之符文
Botania:rune:6, 秋之符文
Botania:rune:7, 冬之符文
Botania:rune:8, 魔力符文
Botania:rune:9, 欲望符文
Botania:rune:10, 暴食符文
Botania:rune:11, 贪婪符文
Botania:rune:12, 懒惰符文
Botania:rune:13, 暴怒符文
Botania:rune:14, 嫉妒符文
Botania:rune:15, 傲慢符文
Botania:signalFlare, item.signalFlare.name
Botania:manaTablet, item.manaTablet.name
Botania:manaGun, item.manaGun.name
Botania:manaCookie, item.manaCookie.name
Botania:fertilizer, item.fertilizer.name
Botania:grassSeeds:0, 草地之种
Botania:grassSeeds:1, 寒地之种
Botania:grassSeeds:2, 菌丝孢子
Botania:grassSeeds:3, 干草之种
Botania:grassSeeds:4, 黄金草种
Botania:grassSeeds:5, 鲜草之种
Botania:grassSeeds:6, 焦土草种
Botania:grassSeeds:7, 注魔草种
Botania:grassSeeds:8, 异变草种
Botania:dirtRod, item.dirtRod.name
Botania:terraformRod, item.terraformRod.name
Botania:grassHorn:0, 狂野号角
Botania:grassHorn:1, 林冠号角
Botania:grassHorn:2, 雪原号角
Botania:manaMirror, item.manaMirror.name
Botania:manasteelHelm, item.manasteelHelm.name
Botania:manasteelHelmReveal, item.manasteelHelmReveal.name
Botania:manasteelChest, item.manasteelChest.name
Botania:manasteelLegs, item.manasteelLegs.name
Botania:manasteelBoots, item.manasteelBoots.name
Botania:manasteelPick, item.manasteelPick.name
Botania:manasteelShovel, item.manasteelShovel.name
Botania:manasteelAxe, item.manasteelAxe.name
Botania:manasteelSword, item.manasteelSword.name
Botania:manasteelShears, item.manasteelShears.name
Botania:terrasteelHelm, item.terrasteelHelm.name
Botania:terrasteelHelmReveal, item.terrasteelHelmReveal.name
Botania:terrasteelChest, item.terrasteelChest.name
Botania:terrasteelLegs, item.terrasteelLegs.name
Botania:terrasteelBoots, item.terrasteelBoots.name
Botania:terraSword, item.terraSword.name
Botania:tinyPlanet, item.tinyPlanet.name
Botania:manaRing, item.manaRing.name
Botania:auraRing, item.auraRing.name
Botania:manaRingGreater, item.manaRingGreater.name
Botania:auraRingGreater, item.auraRingGreater.name
Botania:travelBelt, item.travelBelt.name
Botania:knockbackBelt, item.knockbackBelt.name
Botania:icePendant, item.icePendant.name
Botania:lavaPendant, item.lavaPendant.name
Botania:goldenLaurel, item.goldenLaurel.name
Botania:magnetRing, item.magnetRing.name
Botania:waterRing, item.waterRing.name
Botania:miningRing, item.miningRing.name
Botania:terraPick, item.terraPick.name
Botania:divaCharm, item.divaCharm.name
Botania:flightTiara:0, 天翼族之冠
Botania:flightTiara:1, 天翼族之冠
Botania:flightTiara:2, 天翼族之冠
Botania:flightTiara:3, 天翼族之冠
Botania:flightTiara:4, 天翼族之冠
Botania:flightTiara:5, 天翼族之冠
Botania:flightTiara:6, 天翼族之冠
Botania:flightTiara:7, 天翼族之冠
Botania:flightTiara:8, 天翼族之冠
Botania:enderDagger, item.enderDagger.name
Botania:quartz:0, 烟熏石英
Botania:quartz:1, 魔力石英
Botania:quartz:2, 烈焰石英
Botania:quartz:3, 熏香石英
Botania:quartz:4, 红色石英
Botania:quartz:5, 精灵石英
Botania:quartz:6, 金黄石英
Botania:waterRod, item.waterRod.name
Botania:elementiumHelm, item.elementiumHelm.name
Botania:elementiumHelmReveal, item.elementiumHelmReveal.name
Botania:elementiumChest, item.elementiumChest.name
Botania:elementiumLegs, item.elementiumLegs.name
Botania:elementiumBoots, item.elementiumBoots.name
Botania:elementiumPick, item.elementiumPick.name
Botania:elementiumShovel, item.elementiumShovel.name
Botania:elementiumAxe, item.elementiumAxe.name
Botania:elementiumSword, item.elementiumSword.name
Botania:elementiumShears, item.elementiumShears.name
Botania:openBucket, item.openBucket.name
Botania:spawnerMover, item.spawnerMover.name
Botania:pixieRing, item.pixieRing.name
Botania:superTravelBelt, item.superTravelBelt.name
Botania:rainbowRod, item.rainbowRod.name
Botania:tornadoRod, item.tornadoRod.name
Botania:fireRod, item.fireRod.name
Botania:vineBall, item.vineBall.name
Botania:slingshot, item.slingshot.name
Botania:manaBottle, item.manaBottle.name
Botania:laputaShard:0, 拉普达碎片
Botania:laputaShard:4, 拉普达碎片
Botania:laputaShard:9, 拉普达碎片
Botania:laputaShard:14, 拉普达碎片
Botania:laputaShard:19, 拉普达碎片
Botania:virus:0, 僵尸病毒
Botania:virus:1, 骷髅病毒
Botania:reachRing, item.reachRing.name
Botania:skyDirtRod, item.skyDirtRod.name
Botania:itemFinder, item.itemFinder.name
Botania:superLavaPendant, item.superLavaPendant.name
Botania:enderHand, item.enderHand.name
Botania:glassPick, item.glassPick.name
Botania:spark, item.spark.name
Botania:sparkUpgrade:0, 火花升级:弥散
Botania:sparkUpgrade:1, 火花升级:聚集
Botania:sparkUpgrade:2, 火花升级:扩散
Botania:sparkUpgrade:3, 火花升级:隔绝
Botania:diviningRod, item.diviningRod.name
Botania:gravityRod, item.gravityRod.name
Botania:regenIvy, item.regenIvy.name
Botania:manaInkwell, item.manaInkwell.name
Botania:vial:0, 魔法玻璃小瓶
Botania:vial:1, 精灵玻璃烧瓶
Botania:brewVial, item.brewVial.name
Botania:brewFlask, item.brewFlask.name
Botania:bloodPendant, item.bloodPendant.name
Botania:missileRod, item.missileRod.name
Botania:holyCloak, item.holyCloak.name
Botania:unholyCloak, item.unholyCloak.name
Botania:craftingHalo, item.craftingHalo.name
Botania:blackLotus:0, 黑莲花
Botania:blackLotus:1, 暗黑莲花
Botania:monocle, item.monocle.name
Botania:clip, item.clip.name
Botania:cobbleRod, item.cobbleRod.name
Botania:smeltRod, item.smeltRod.name
Botania:worldSeed, item.worldSeed.name
Botania:spellCloth, item.spellCloth.name
Botania:thornChakram:0, Thorn Chakram
Botania:thornChakram:1, 闪耀飞轮
Botania:overgrowthSeed, item.overgrowthSeed.name
Botania:craftPattern:0, 合成模板#1: 1x1
Botania:craftPattern:1, 合成模板#2: 2x2
Botania:craftPattern:2, 合成模板#3: 1x2
Botania:craftPattern:3, 合成模板#4: 2x1
Botania:craftPattern:4, 合成模板#5: 1x3
Botania:craftPattern:5, 合成模板#6: 3x1
Botania:craftPattern:6, 合成模板#7: 2x3
Botania:craftPattern:7, 合成模板#8: 3x2
Botania:craftPattern:8, 合成模板#9: 圈形
Botania:ancientWill:0, 艾琳的意志
Botania:ancientWill:1, 达洛克的意志
Botania:ancientWill:2, 古赞的意志
Botania:ancientWill:3, 托拉格的意志
Botania:ancientWill:4, 威拉克的意志
Botania:ancientWill:5, 卡瑞的意志
Botania:corporeaSpark:0, 多媒体火花
Botania:corporeaSpark:1, 主媒体火花
Botania:livingwoodBow, item.livingwoodBow.name
Botania:crystalBow, item.crystalBow.name
Botania:cosmetic:0, 黑领结
Botania:cosmetic:1, 黑领带
Botania:cosmetic:2, 红眼镜
Botania:cosmetic:3, 蓬松围巾
Botania:cosmetic:4, 工程师护目镜
Botania:cosmetic:5, 眼罩
Botania:cosmetic:6, 中二眼罩
Botania:cosmetic:7, 红丝带
Botania:cosmetic:8, 粉花蕾
Botania:cosmetic:9, 斑点蝴蝶结
Botania:cosmetic:10, 蓝蝴蝶
Botania:cosmetic:11, 猫耳
Botania:cosmetic:12, 女巫别针
Botania:cosmetic:13, 恶魔尾巴
Botania:cosmetic:14, 神威之眼
Botania:cosmetic:15, 青蛙眼
Botania:cosmetic:16, 四叶草
Botania:cosmetic:17, 时钟之眼
Botania:cosmetic:18, 独角兽之角
Botania:cosmetic:19, 恶魔尖角
Botania:cosmetic:20, 十字头饰
Botania:cosmetic:21, 植物学家徽章
Botania:cosmetic:22, 远古面具
Botania:cosmetic:23, 怪异面具
Botania:cosmetic:24, 外星人天线
Botania:cosmetic:25, 红蓝眼镜
Botania:cosmetic:26, 橙色墨镜
Botania:cosmetic:27, 大鼻子面具
Botania:cosmetic:28, 浓眉毛
Botania:cosmetic:29, 盾牌
Botania:cosmetic:30, 小土豆面具
Botania:cosmetic:31, 任务人标志
Botania:swapRing, item.swapRing.name
Botania:flowerBag, item.flowerBag.name
Botania:phantomInk, item.phantomInk.name
Botania:poolMinecart, item.poolMinecart.name
Botania:pinkinator, item.pinkinator.name
Botania:infiniteFruit, item.infiniteFruit.name
Botania:kingKey, item.kingKey.name
Botania:flugelEye, item.flugelEye.name
Botania:thorRing, item.thorRing.name
Botania:odinRing, item.odinRing.name
Botania:lokiRing, item.lokiRing.name
Botania:aesirRing, item.aesirRing.name
Botania:dice, item.dice.name
Botania:keepIvy, item.keepIvy.name
Botania:blackHoleTalisman:0, 黑洞护符
Botania:recordGaia1, item.recordGaia1.name
Botania:recordGaia2, item.recordGaia2.name
Botania:temperanceStone:0, 节制之石
Botania:incenseStick, item.incenseStick.name
Botania:terraAxe, item.terraAxe.name
Botania:waterBowl, item.waterBowl.name
Botania:obedienceStick, item.obedienceStick.name
Botania:cacophonium, item.cacophonium.name
Botania:slimeBottle:0, 史莱姆罐子
Botania:starSword, item.starSword.name
Botania:exchangeRod, item.exchangeRod.name
Botania:magnetRingGreater, item.magnetRingGreater.name
Botania:thunderSword, item.thunderSword.name
Botania:manaweaveHelm, item.manaweaveHelm.name
Botania:manaweaveLegs, item.manaweaveLegs.name
Botania:manaweaveChest, item.manaweaveChest.name
Botania:manaweaveBoots, item.manaweaveBoots.name
Botania:autocraftingHalo, item.autocraftingHalo.name
Botania:gaiaHead, item.gaiaHead.name
Botania:sextant, item.sextant.name
Botania:speedUpBelt, item.speedUpBelt.name
Botania:baubleBox, item.baubleBox.name
BuildCraft|Core:wrenchItem, 扳手
BuildCraft|Core:mapLocation, 定位图纸
BuildCraft|Core:list:0, 列表
BuildCraft|Core:list:1, 列表
BuildCraft|Core:debugger, 调试器
BuildCraft|Core:woodenGearItem, 木齿轮
BuildCraft|Core:stoneGearItem, 石齿轮
BuildCraft|Core:ironGearItem, 铁齿轮
BuildCraft|Core:goldGearItem, 金齿轮
BuildCraft|Core:diamondGearItem, 钻石齿轮
BuildCraft|Core:paintbrush, 颜料刷
BuildCraft|Transport:pipeWaterproof, 管道密封剂
BuildCraft|Transport:item.buildcraftPipe.pipeitemswood:0, 木质管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemerald:0, 绿宝石管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemscobblestone:0, 圆石管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstone:0, 石头管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsquartz:0, 石英管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsiron:0, 铁质管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsgold:0, 金质管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdiamond:0, 钻石管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsobsidian:0, 黑曜石管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemslapis:0, 青金石管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdaizuli:0, 靛金刚管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemssandstone:0, 沙石管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsvoid:0, 虚空管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemzuli:0, 靛翡翠管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstripes:0, 条纹管道
BuildCraft|Transport:item.buildcraftPipe.pipeitemsclay:0, 粘土管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidswood:0, 木质流体管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidscobblestone:0, 圆石流体管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidsstone:0, 石头流体管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidsquartz:0, 石英流体管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidsiron:0, 铁质流体管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidsgold:0, 金质流体管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidsemerald:0, 绿宝石流体管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidsdiamond:0, 钻石流体管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidssandstone:0, 沙石流体管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidsvoid:0, 虚空流体管道
BuildCraft|Transport:item.buildcraftPipe.pipefluidsclay:0, 粘土流体管道
BuildCraft|Transport:item.buildcraftPipe.pipepowerwood:0, 木质能量管道
BuildCraft|Transport:item.buildcraftPipe.pipepowercobblestone:0, 圆石能量管道
BuildCraft|Transport:item.buildcraftPipe.pipepowerstone:0, 石头能量管道
BuildCraft|Transport:item.buildcraftPipe.pipepowerquartz:0, 石英能量管道
BuildCraft|Transport:item.buildcraftPipe.pipepoweriron:0, 铁质能量管道
BuildCraft|Transport:item.buildcraftPipe.pipepowergold:0, 金质能量管道
BuildCraft|Transport:item.buildcraftPipe.pipepowerdiamond:0, 钻石能量管道
BuildCraft|Transport:item.buildcraftPipe.pipepoweremerald:0, 绿宝石能量管道
BuildCraft|Transport:item.buildcraftPipe.pipepowersandstone:0, 沙石能量管道
BuildCraft|Transport:item.buildcraftPipe.pipestructurecobblestone:0, 圆石建筑管道
